"ID","id_10m","lon_10m_point","lat_10m_point","INT_50","Hyperlink","Section","Assessed"
2431,2432,145.72787690484,-16.8372988549775,"","=HYPERLINK(""Frames_for_Analysis/2432_20250717_0001_R_0923.jpg"",""2432_20250717_0001_R_0923.jpg"")","",""
2432,2433,145.727960874778,-16.8373273838301,"","=HYPERLINK(""Frames_for_Analysis/2433_20250717_0001_R_0914.jpg"",""2433_20250717_0001_R_0914.jpg"")","",""
2433,2434,145.728048369016,-16.8373468694198,"","=HYPERLINK(""Frames_for_Analysis/2434_20250717_0001_R_0911.jpg"",""2434_20250717_0001_R_0911.jpg"")","",""
2434,2435,145.728137369603,-16.8373537614169,"50","=HYPERLINK(""Frames_for_Analysis/2435_20250717_0001_R_0908.jpg"",""2435_20250717_0001_R_0908.jpg"")","",""
2435,2436,145.728224060277,-16.8373391224675,"","=HYPERLINK(""Frames_for_Analysis/2436_20250717_0001_R_0906.jpg"",""2436_20250717_0001_R_0906.jpg"")","",""
2436,2437,145.728298337651,-16.8372938466378,"","=HYPERLINK(""Frames_for_Analysis/2437_20250717_0001_R_0880.jpg"",""2437_20250717_0001_R_0880.jpg"")","",""
2437,2438,145.728353940789,-16.8372268574462,"","=HYPERLINK(""Frames_for_Analysis/2438_20250717_0001_R_0873.jpg"",""2438_20250717_0001_R_0873.jpg"")","",""
2438,2439,145.728398570502,-16.8371523367827,"","=HYPERLINK(""Frames_for_Analysis/2439_20250717_0001_R_0865.jpg"",""2439_20250717_0001_R_0865.jpg"")","",""
2439,2440,145.728439061561,-16.8370755859043,"50","=HYPERLINK(""Frames_for_Analysis/2440_20250717_0001_R_0862.jpg"",""2440_20250717_0001_R_0862.jpg"")","",""
2440,2441,145.72847955262,-16.8369988349948,"","=HYPERLINK(""Frames_for_Analysis/2441_20250717_0001_R_0858.jpg"",""2441_20250717_0001_R_0858.jpg"")","",""
2441,2442,145.72852004368,-16.8369220840542,"","=HYPERLINK(""Frames_for_Analysis/2442_20250717_0001_R_0855.jpg"",""2442_20250717_0001_R_0855.jpg"")","",""
2442,2443,145.728560534739,-16.8368453330824,"","=HYPERLINK(""Frames_for_Analysis/2443_20250717_0001_R_0852.jpg"",""2443_20250717_0001_R_0852.jpg"")","",""
2443,2444,145.728580732252,-16.8367622024102,"","=HYPERLINK(""Frames_for_Analysis/2444_20250717_0001_R_0848.jpg"",""2444_20250717_0001_R_0848.jpg"")","",""
2444,2445,145.72859567378,-16.8366774192703,"50","=HYPERLINK(""Frames_for_Analysis/2445_20250717_0001_R_0845.jpg"",""2445_20250717_0001_R_0845.jpg"")","",""
2445,2446,145.728610616125,-16.8365926362244,"","=HYPERLINK(""Frames_for_Analysis/2446_20250717_0001_R_0842.jpg"",""2446_20250717_0001_R_0842.jpg"")","",""
2446,2447,145.728625558471,-16.8365078531404,"","=HYPERLINK(""Frames_for_Analysis/2447_20250717_0001_R_0839.jpg"",""2447_20250717_0001_R_0839.jpg"")","",""
2447,2448,145.728640500817,-16.8364230700186,"","=HYPERLINK(""Frames_for_Analysis/2448_20250717_0001_R_0836.jpg"",""2448_20250717_0001_R_0836.jpg"")","",""
2448,2449,145.728655443162,-16.8363382868587,"","=HYPERLINK(""Frames_for_Analysis/2449_20250717_0001_R_0833.jpg"",""2449_20250717_0001_R_0833.jpg"")","",""
2449,2450,145.728676715435,-16.8362547814535,"50","=HYPERLINK(""Frames_for_Analysis/2450_20250717_0001_R_0830.jpg"",""2450_20250717_0001_R_0830.jpg"")","",""
2450,2451,145.72869881861,-16.8361714437419,"","=HYPERLINK(""Frames_for_Analysis/2451_20250717_0001_R_0827.jpg"",""2451_20250717_0001_R_0827.jpg"")","",""
2451,2452,145.728720921785,-16.8360881059935,"","=HYPERLINK(""Frames_for_Analysis/2452_20250717_0001_R_0824.jpg"",""2452_20250717_0001_R_0824.jpg"")","",""
2452,2453,145.728743024959,-16.8360047682085,"","=HYPERLINK(""Frames_for_Analysis/2453_20250717_0001_R_0821.jpg"",""2453_20250717_0001_R_0821.jpg"")","",""
2453,2454,145.728765128134,-16.8359214303868,"","=HYPERLINK(""Frames_for_Analysis/2454_20250717_0001_R_0818.jpg"",""2454_20250717_0001_R_0818.jpg"")","",""
2454,2455,145.728787231309,-16.8358380925284,"50","=HYPERLINK(""Frames_for_Analysis/2455_20250717_0001_R_0815.jpg"",""2455_20250717_0001_R_0815.jpg"")","",""
2455,2456,145.728809334484,-16.8357547546333,"","=HYPERLINK(""Frames_for_Analysis/2456_20250717_0001_R_0812.jpg"",""2456_20250717_0001_R_0812.jpg"")","",""
2456,2457,145.728831628174,-16.8356714636175,"","=HYPERLINK(""Frames_for_Analysis/2457_20250717_0001_R_0809.jpg"",""2457_20250717_0001_R_0809.jpg"")","",""
2457,2458,145.728854291452,-16.8355882635787,"","=HYPERLINK(""Frames_for_Analysis/2458_20250717_0001_R_0806.jpg"",""2458_20250717_0001_R_0806.jpg"")","",""
2458,2459,145.728876954729,-16.8355050635033,"","=HYPERLINK(""Frames_for_Analysis/2459_20250717_0001_R_0802.jpg"",""2459_20250717_0001_R_0802.jpg"")","",""
2459,2460,145.728899618007,-16.8354218633914,"50","=HYPERLINK(""Frames_for_Analysis/2460_20250717_0001_R_0799.jpg"",""2460_20250717_0001_R_0799.jpg"")","",""
2460,2461,145.728922281284,-16.8353386632429,"","=HYPERLINK(""Frames_for_Analysis/2461_20250717_0001_R_0796.jpg"",""2461_20250717_0001_R_0796.jpg"")","",""
2461,2462,145.728944944561,-16.8352554630579,"","=HYPERLINK(""Frames_for_Analysis/2462_20250717_0001_R_0793.jpg"",""2462_20250717_0001_R_0793.jpg"")","",""
2462,2463,145.728967607988,-16.8351722628735,"","=HYPERLINK(""Frames_for_Analysis/2463_20250717_0001_R_0790.jpg"",""2463_20250717_0001_R_0790.jpg"")","",""
2463,2464,145.728990271451,-16.8350890626617,"","=HYPERLINK(""Frames_for_Analysis/2464_20250717_0001_R_0787.jpg"",""2464_20250717_0001_R_0787.jpg"")","",""
2464,2465,145.729012934915,-16.8350058624134,"50","=HYPERLINK(""Frames_for_Analysis/2465_20250717_0001_R_0784.jpg"",""2465_20250717_0001_R_0784.jpg"")","",""
2465,2466,145.729041267498,-16.8349244213962,"","=HYPERLINK(""Frames_for_Analysis/2466_20250717_0001_R_0782.jpg"",""2466_20250717_0001_R_0782.jpg"")","",""
2466,2467,145.729073920018,-16.8348443209268,"","=HYPERLINK(""Frames_for_Analysis/2467_20250717_0001_R_0779.jpg"",""2467_20250717_0001_R_0779.jpg"")","",""
2467,2468,145.729106572537,-16.8347642204234,"","=HYPERLINK(""Frames_for_Analysis/2468_20250717_0001_R_0776.jpg"",""2468_20250717_0001_R_0776.jpg"")","",""
2468,2469,145.729139225056,-16.8346841198862,"","=HYPERLINK(""Frames_for_Analysis/2469_20250717_0001_R_0773.jpg"",""2469_20250717_0001_R_0773.jpg"")","",""
2469,2470,145.729171877575,-16.834604019315,"50","=HYPERLINK(""Frames_for_Analysis/2470_20250717_0001_R_0770.jpg"",""2470_20250717_0001_R_0770.jpg"")","",""
2470,2471,145.729204530094,-16.83452391871,"","=HYPERLINK(""Frames_for_Analysis/2471_20250717_0001_R_0766.jpg"",""2471_20250717_0001_R_0766.jpg"")","",""
2471,2472,145.729238754197,-16.8344444330931,"","=HYPERLINK(""Frames_for_Analysis/2472_20250717_0001_R_0763.jpg"",""2472_20250717_0001_R_0763.jpg"")","",""
2472,2473,145.729274086326,-16.8343653810561,"","=HYPERLINK(""Frames_for_Analysis/2473_20250717_0001_R_0760.jpg"",""2473_20250717_0001_R_0760.jpg"")","",""
2473,2474,145.729309418454,-16.8342863289861,"","=HYPERLINK(""Frames_for_Analysis/2474_20250717_0001_R_0757.jpg"",""2474_20250717_0001_R_0757.jpg"")","",""
2474,2475,145.729342932564,-16.8342066840138,"50","=HYPERLINK(""Frames_for_Analysis/2475_20250717_0001_R_0754.jpg"",""2475_20250717_0001_R_0754.jpg"")","",""
2475,2476,145.72936537569,-16.834123428678,"","=HYPERLINK(""Frames_for_Analysis/2476_20250717_0001_R_0751.jpg"",""2476_20250717_0001_R_0751.jpg"")","",""
2476,2477,145.729387818817,-16.8340401733057,"","=HYPERLINK(""Frames_for_Analysis/2477_20250717_0001_R_0748.jpg"",""2477_20250717_0001_R_0748.jpg"")","",""
2477,2478,145.729416299574,-16.8339592735633,"","=HYPERLINK(""Frames_for_Analysis/2478_20250717_0001_R_0745.jpg"",""2478_20250717_0001_R_0745.jpg"")","",""
2478,2479,145.729461061762,-16.8338847262179,"","=HYPERLINK(""Frames_for_Analysis/2479_20250717_0001_R_0742.jpg"",""2479_20250717_0001_R_0742.jpg"")","",""
2479,2480,145.729505823951,-16.8338101788432,"50","=HYPERLINK(""Frames_for_Analysis/2480_20250717_0001_R_0739.jpg"",""2480_20250717_0001_R_0739.jpg"")","",""
2480,2481,145.729550586139,-16.8337356314392,"","=HYPERLINK(""Frames_for_Analysis/2481_20250717_0001_R_0736.jpg"",""2481_20250717_0001_R_0736.jpg"")","",""
2481,2482,145.729595348328,-16.8336610840058,"","=HYPERLINK(""Frames_for_Analysis/2482_20250717_0001_R_0733.jpg"",""2482_20250717_0001_R_0733.jpg"")","",""
2482,2483,145.729640110516,-16.8335865365431,"","=HYPERLINK(""Frames_for_Analysis/2483_20250717_0001_R_0730.jpg"",""2483_20250717_0001_R_0730.jpg"")","",""
2483,2484,145.729666667556,-16.8335050586932,"","=HYPERLINK(""Frames_for_Analysis/2484_20250717_0001_R_0727.jpg"",""2484_20250717_0001_R_0727.jpg"")","",""
2484,2485,145.729687782015,-16.8334215246342,"50","=HYPERLINK(""Frames_for_Analysis/2485_20250717_0001_R_0724.jpg"",""2485_20250717_0001_R_0724.jpg"")","",""
2485,2486,145.729745290787,-16.8333554712023,"","=HYPERLINK(""Frames_for_Analysis/2486_20250717_0001_R_0721.jpg"",""2486_20250717_0001_R_0721.jpg"")","",""
2486,2487,145.729802799558,-16.8332894177473,"","=HYPERLINK(""Frames_for_Analysis/2487_20250717_0001_R_0718.jpg"",""2487_20250717_0001_R_0718.jpg"")","",""
2487,2488,145.729848824253,-16.8332156587007,"","=HYPERLINK(""Frames_for_Analysis/2488_20250717_0001_R_0715.jpg"",""2488_20250717_0001_R_0715.jpg"")","",""
2488,2489,145.729895913333,-16.8331427358871,"","=HYPERLINK(""Frames_for_Analysis/2489_20250717_0001_R_0712.jpg"",""2489_20250717_0001_R_0712.jpg"")","",""
2489,2490,145.729959433615,-16.8330819369185,"50","=HYPERLINK(""Frames_for_Analysis/2490_20250717_0001_R_0709.jpg"",""2490_20250717_0001_R_0709.jpg"")","",""
2490,2491,145.730018950774,-16.8330176703973,"","=HYPERLINK(""Frames_for_Analysis/2491_20250717_0001_R_0707.jpg"",""2491_20250717_0001_R_0707.jpg"")","",""
2491,2492,145.730075835373,-16.8329511235107,"","=HYPERLINK(""Frames_for_Analysis/2492_20250717_0001_R_0704.jpg"",""2492_20250717_0001_R_0704.jpg"")","",""
2492,2493,145.730135281533,-16.832886691565,"","=HYPERLINK(""Frames_for_Analysis/2493_20250717_0001_R_0701.jpg"",""2493_20250717_0001_R_0701.jpg"")","",""
2493,2494,145.730195708831,-16.8328230696782,"","=HYPERLINK(""Frames_for_Analysis/2494_20250717_0001_R_0697.jpg"",""2494_20250717_0001_R_0697.jpg"")","",""
2494,2495,145.73025119821,-16.8327555416995,"50","=HYPERLINK(""Frames_for_Analysis/2495_20250717_0001_R_0694.jpg"",""2495_20250717_0001_R_0694.jpg"")","",""
2495,2496,145.730305097258,-16.8326867556886,"","=HYPERLINK(""Frames_for_Analysis/2496_20250717_0001_R_0691.jpg"",""2496_20250717_0001_R_0691.jpg"")","",""
2496,2497,145.730360335045,-16.832619126667,"","=HYPERLINK(""Frames_for_Analysis/2497_20250717_0001_R_0688.jpg"",""2497_20250717_0001_R_0688.jpg"")","",""
2497,2498,145.730426343479,-16.832560806233,"","=HYPERLINK(""Frames_for_Analysis/2498_20250717_0001_R_0684.jpg"",""2498_20250717_0001_R_0684.jpg"")","",""
2498,2499,145.730492351914,-16.8325024857809,"","=HYPERLINK(""Frames_for_Analysis/2499_20250717_0001_R_0681.jpg"",""2499_20250717_0001_R_0681.jpg"")","",""
2499,2500,145.730561218099,-16.8324473228557,"50","=HYPERLINK(""Frames_for_Analysis/2500_20250717_0001_R_0679.jpg"",""2500_20250717_0001_R_0679.jpg"")","",""
2500,2501,145.730630937574,-16.8323931027179,"","=HYPERLINK(""Frames_for_Analysis/2501_20250717_0001_R_0676.jpg"",""2501_20250717_0001_R_0676.jpg"")","",""
2501,2502,145.730700748883,-16.8323389951447,"","=HYPERLINK(""Frames_for_Analysis/2502_20250717_0001_R_0673.jpg"",""2502_20250717_0001_R_0673.jpg"")","",""
2502,2503,145.730772614028,-16.8322874053561,"","=HYPERLINK(""Frames_for_Analysis/2503_20250717_0001_R_0670.jpg"",""2503_20250717_0001_R_0670.jpg"")","",""
2503,2504,145.730844407382,-16.8322357260449,"","=HYPERLINK(""Frames_for_Analysis/2504_20250717_0001_R_0666.jpg"",""2504_20250717_0001_R_0666.jpg"")","",""
2504,2505,145.730915043777,-16.8321826042417,"50","=HYPERLINK(""Frames_for_Analysis/2505_20250717_0001_R_0663.jpg"",""2505_20250717_0001_R_0663.jpg"")","",""
2505,2506,145.730985680171,-16.8321294824236,"","=HYPERLINK(""Frames_for_Analysis/2506_20250717_0001_R_0660.jpg"",""2506_20250717_0001_R_0660.jpg"")","",""
2506,2507,145.731054868117,-16.8320746605042,"","=HYPERLINK(""Frames_for_Analysis/2507_20250717_0001_R_0657.jpg"",""2507_20250717_0001_R_0657.jpg"")","",""
2507,2508,145.73112344423,-16.8320191204439,"","=HYPERLINK(""Frames_for_Analysis/2508_20250717_0001_R_0654.jpg"",""2508_20250717_0001_R_0654.jpg"")","",""
2508,2509,145.731192020344,-16.8319635803674,"","=HYPERLINK(""Frames_for_Analysis/2509_20250717_0001_R_0651.jpg"",""2509_20250717_0001_R_0651.jpg"")","",""
2509,2510,145.731260596458,-16.8319080402745,"50","=HYPERLINK(""Frames_for_Analysis/2510_20250717_0001_R_0648.jpg"",""2510_20250717_0001_R_0648.jpg"")","",""
2510,2511,145.731325682983,-16.831849478342,"","=HYPERLINK(""Frames_for_Analysis/2511_20250717_0001_R_0644.jpg"",""2511_20250717_0001_R_0644.jpg"")","",""
2511,2512,145.731376575128,-16.8317786247058,"","=HYPERLINK(""Frames_for_Analysis/2512_20250717_0001_R_0641.jpg"",""2512_20250717_0001_R_0641.jpg"")","",""
2512,2513,145.731427467272,-16.8317077710432,"","=HYPERLINK(""Frames_for_Analysis/2513_20250717_0001_R_0638.jpg"",""2513_20250717_0001_R_0638.jpg"")","",""
2513,2514,145.731476296324,-16.8316356223358,"","=HYPERLINK(""Frames_for_Analysis/2514_20250717_0001_R_0634.jpg"",""2514_20250717_0001_R_0634.jpg"")","",""
2514,2515,145.731523906891,-16.8315627087497,"50","=HYPERLINK(""Frames_for_Analysis/2515_20250717_0001_R_0631.jpg"",""2515_20250717_0001_R_0631.jpg"")","",""
2515,2516,145.731571984562,-16.8314900893823,"","=HYPERLINK(""Frames_for_Analysis/2516_20250717_0001_R_0628.jpg"",""2516_20250717_0001_R_0628.jpg"")","",""
2516,2517,145.731623117649,-16.8314193947175,"","=HYPERLINK(""Frames_for_Analysis/2517_20250717_0001_R_0625.jpg"",""2517_20250717_0001_R_0625.jpg"")","",""
2517,2518,145.731674250736,-16.8313487000263,"","=HYPERLINK(""Frames_for_Analysis/2518_20250717_0001_R_0622.jpg"",""2518_20250717_0001_R_0622.jpg"")","",""
2518,2519,145.731725383824,-16.8312780053087,"","=HYPERLINK(""Frames_for_Analysis/2519_20250717_0001_R_0619.jpg"",""2519_20250717_0001_R_0619.jpg"")","",""
2519,2520,145.731776516911,-16.8312073105647,"50","=HYPERLINK(""Frames_for_Analysis/2520_20250717_0001_R_0615.jpg"",""2520_20250717_0001_R_0615.jpg"")","",""
2520,2521,145.731809724512,-16.8311275441979,"","=HYPERLINK(""Frames_for_Analysis/2521_20250717_0001_R_0612.jpg"",""2521_20250717_0001_R_0612.jpg"")","",""
2521,2522,145.731841972203,-16.831047292013,"","=HYPERLINK(""Frames_for_Analysis/2522_20250717_0001_R_0609.jpg"",""2522_20250717_0001_R_0609.jpg"")","",""
2522,2523,145.731874219893,-16.830967039794,"","=HYPERLINK(""Frames_for_Analysis/2523_20250717_0001_R_0606.jpg"",""2523_20250717_0001_R_0606.jpg"")","",""
2523,2524,145.731905453821,-16.8308864394195,"","=HYPERLINK(""Frames_for_Analysis/2524_20250717_0001_R_0602.jpg"",""2524_20250717_0001_R_0602.jpg"")","",""
2524,2525,145.731933860718,-16.8308048682211,"50","=HYPERLINK(""Frames_for_Analysis/2525_20250717_0001_R_0599.jpg"",""2525_20250717_0001_R_0599.jpg"")","",""
2525,2526,145.731959462303,-16.8307225615265,"","=HYPERLINK(""Frames_for_Analysis/2526_20250717_0001_R_0595.jpg"",""2526_20250717_0001_R_0595.jpg"")","",""
2526,2527,145.731978446762,-16.8306385200019,"","=HYPERLINK(""Frames_for_Analysis/2527_20250717_0001_R_0592.jpg"",""2527_20250717_0001_R_0592.jpg"")","",""
2527,2528,145.731997431222,-16.8305544784401,"","=HYPERLINK(""Frames_for_Analysis/2528_20250717_0001_R_0589.jpg"",""2528_20250717_0001_R_0589.jpg"")","",""
2528,2529,145.732016415681,-16.8304704368409,"","=HYPERLINK(""Frames_for_Analysis/2529_20250717_0001_R_0586.jpg"",""2529_20250717_0001_R_0586.jpg"")","",""
2529,2530,145.732035400141,-16.8303863952045,"50","=HYPERLINK(""Frames_for_Analysis/2530_20250717_0001_R_0582.jpg"",""2530_20250717_0001_R_0582.jpg"")","",""
2530,2531,145.732031815365,-16.8303041837961,"","=HYPERLINK(""Frames_for_Analysis/2531_20250717_0001_R_0579.jpg"",""2531_20250717_0001_R_0579.jpg"")","",""
2531,2532,145.732026140757,-16.830218371773,"","=HYPERLINK(""Frames_for_Analysis/2532_20250717_0001_R_0576.jpg"",""2532_20250717_0001_R_0576.jpg"")","",""
2532,2533,145.732020466149,-16.8301325597111,"","=HYPERLINK(""Frames_for_Analysis/2533_20250717_0001_R_0572.jpg"",""2533_20250717_0001_R_0572.jpg"")","",""
2533,2534,145.732018118097,-16.8300467519171,"","=HYPERLINK(""Frames_for_Analysis/2534_20250717_0001_R_0568.jpg"",""2534_20250717_0001_R_0568.jpg"")","",""
2534,2535,145.73201741806,-16.8299610658495,"50","=HYPERLINK(""Frames_for_Analysis/2535_20250717_0001_R_0565.jpg"",""2535_20250717_0001_R_0565.jpg"")","",""
2535,2536,145.732008361924,-16.8298755199948,"","=HYPERLINK(""Frames_for_Analysis/2536_20250717_0001_R_0562.jpg"",""2536_20250717_0001_R_0562.jpg"")","",""
2536,2537,145.731999550261,-16.8297899513418,"","=HYPERLINK(""Frames_for_Analysis/2537_20250717_0001_R_0559.jpg"",""2537_20250717_0001_R_0559.jpg"")","",""
2537,2538,145.731991214139,-16.829704338379,"","=HYPERLINK(""Frames_for_Analysis/2538_20250717_0001_R_0555.jpg"",""2538_20250717_0001_R_0555.jpg"")","",""
2538,2539,145.731982878017,-16.8296187253774,"","=HYPERLINK(""Frames_for_Analysis/2539_20250717_0001_R_0552.jpg"",""2539_20250717_0001_R_0552.jpg"")","",""
2539,2540,145.731974541895,-16.8295331123372,"50","=HYPERLINK(""Frames_for_Analysis/2540_20250717_0001_R_0549.jpg"",""2540_20250717_0001_R_0549.jpg"")","",""
2540,2541,145.731966205773,-16.8294474992582,"","=HYPERLINK(""Frames_for_Analysis/2541_20250717_0001_R_0545.jpg"",""2541_20250717_0001_R_0545.jpg"")","",""
2541,2542,145.731957869651,-16.8293618861406,"","=HYPERLINK(""Frames_for_Analysis/2542_20250717_0001_R_0542.jpg"",""2542_20250717_0001_R_0542.jpg"")","",""
2542,2543,145.731949533529,-16.8292762729842,"","=HYPERLINK(""Frames_for_Analysis/2543_20250717_0001_R_0538.jpg"",""2543_20250717_0001_R_0538.jpg"")","",""
2543,2544,145.731941197407,-16.8291906597892,"","=HYPERLINK(""Frames_for_Analysis/2544_20250717_0001_R_0535.jpg"",""2544_20250717_0001_R_0535.jpg"")","",""
2544,2545,145.731932861284,-16.8291050465555,"50","=HYPERLINK(""Frames_for_Analysis/2545_20250717_0001_R_0532.jpg"",""2545_20250717_0001_R_0532.jpg"")","",""
2545,2546,145.731928695509,-16.8290191730097,"","=HYPERLINK(""Frames_for_Analysis/2546_20250717_0001_R_0528.jpg"",""2546_20250717_0001_R_0528.jpg"")","",""
2546,2547,145.731925346423,-16.8289332484551,"","=HYPERLINK(""Frames_for_Analysis/2547_20250717_0001_R_0525.jpg"",""2547_20250717_0001_R_0525.jpg"")","",""
2547,2548,145.731921997336,-16.8288473238616,"","=HYPERLINK(""Frames_for_Analysis/2548_20250717_0001_R_0522.jpg"",""2548_20250717_0001_R_0522.jpg"")","",""
2548,2549,145.73191864825,-16.828761399229,"","=HYPERLINK(""Frames_for_Analysis/2549_20250717_0001_R_0519.jpg"",""2549_20250717_0001_R_0519.jpg"")","",""
2549,2550,145.731915299164,-16.8286754745575,"50","=HYPERLINK(""Frames_for_Analysis/2550_20250717_0001_R_0516.jpg"",""2550_20250717_0001_R_0516.jpg"")","",""
2550,2551,145.731911950077,-16.828589549847,"","=HYPERLINK(""Frames_for_Analysis/2551_20250717_0001_R_0513.jpg"",""2551_20250717_0001_R_0513.jpg"")","",""
2551,2552,145.731908600991,-16.8285036250975,"","=HYPERLINK(""Frames_for_Analysis/2552_20250717_0001_R_0510.jpg"",""2552_20250717_0001_R_0510.jpg"")","",""
2552,2553,145.731907337087,-16.82841770346,"","=HYPERLINK(""Frames_for_Analysis/2553_20250717_0001_R_0507.jpg"",""2553_20250717_0001_R_0507.jpg"")","",""
2553,2554,145.73191096959,-16.8283317891823,"","=HYPERLINK(""Frames_for_Analysis/2554_20250717_0001_R_0504.jpg"",""2554_20250717_0001_R_0504.jpg"")","",""
2554,2555,145.731914602093,-16.8282458748656,"50","=HYPERLINK(""Frames_for_Analysis/2555_20250717_0001_R_0501.jpg"",""2555_20250717_0001_R_0501.jpg"")","",""
2555,2556,145.731918234596,-16.82815996051,"","=HYPERLINK(""Frames_for_Analysis/2556_20250717_0001_R_0497.jpg"",""2556_20250717_0001_R_0497.jpg"")","",""
2556,2557,145.731921867098,-16.8280740461154,"","=HYPERLINK(""Frames_for_Analysis/2557_20250717_0001_R_0494.jpg"",""2557_20250717_0001_R_0494.jpg"")","",""
2557,2558,145.731925499601,-16.8279881316818,"","=HYPERLINK(""Frames_for_Analysis/2558_20250717_0001_R_0491.jpg"",""2558_20250717_0001_R_0491.jpg"")","",""
2558,2559,145.731929132104,-16.8279022172093,"","=HYPERLINK(""Frames_for_Analysis/2559_20250717_0001_R_0488.jpg"",""2559_20250717_0001_R_0488.jpg"")","",""
2559,2560,145.731932764607,-16.8278163026978,"50","=HYPERLINK(""Frames_for_Analysis/2560_20250717_0001_R_0485.jpg"",""2560_20250717_0001_R_0485.jpg"")","",""
2560,2561,145.731936655385,-16.8277303989381,"","=HYPERLINK(""Frames_for_Analysis/2561_20250717_0001_R_0482.jpg"",""2561_20250717_0001_R_0482.jpg"")","",""
2561,2562,145.731940857445,-16.8276445081446,"","=HYPERLINK(""Frames_for_Analysis/2562_20250717_0001_R_0479.jpg"",""2562_20250717_0001_R_0479.jpg"")","",""
2562,2563,145.731945059505,-16.8275586173121,"","=HYPERLINK(""Frames_for_Analysis/2563_20250717_0001_R_0476.jpg"",""2563_20250717_0001_R_0476.jpg"")","",""
2563,2564,145.731949261565,-16.8274727264408,"","=HYPERLINK(""Frames_for_Analysis/2564_20250717_0001_R_0472.jpg"",""2564_20250717_0001_R_0472.jpg"")","",""
2564,2565,145.731953463625,-16.8273868355305,"50","=HYPERLINK(""Frames_for_Analysis/2565_20250717_0001_R_0469.jpg"",""2565_20250717_0001_R_0469.jpg"")","",""
2565,2566,145.731957665685,-16.8273009445812,"","=HYPERLINK(""Frames_for_Analysis/2566_20250717_0001_R_0466.jpg"",""2566_20250717_0001_R_0466.jpg"")","",""
2566,2567,145.731961867745,-16.827215053593,"","=HYPERLINK(""Frames_for_Analysis/2567_20250717_0001_R_0462.jpg"",""2567_20250717_0001_R_0462.jpg"")","",""
2567,2568,145.731966909766,-16.8271292116224,"","=HYPERLINK(""Frames_for_Analysis/2568_20250717_0001_R_0459.jpg"",""2568_20250717_0001_R_0459.jpg"")","",""
2568,2569,145.731973648567,-16.8270434687107,"","=HYPERLINK(""Frames_for_Analysis/2569_20250717_0001_R_0456.jpg"",""2569_20250717_0001_R_0456.jpg"")","",""
2569,2570,145.731980387369,-16.8269577257601,"50","=HYPERLINK(""Frames_for_Analysis/2570_20250717_0001_R_0453.jpg"",""2570_20250717_0001_R_0453.jpg"")","",""
2570,2571,145.73198712617,-16.8268719827707,"","=HYPERLINK(""Frames_for_Analysis/2571_20250717_0001_R_0450.jpg"",""2571_20250717_0001_R_0450.jpg"")","",""
2571,2572,145.731993864971,-16.8267862397425,"","=HYPERLINK(""Frames_for_Analysis/2572_20250717_0001_R_0446.jpg"",""2572_20250717_0001_R_0446.jpg"")","",""
2572,2573,145.732000603772,-16.8267004966755,"","=HYPERLINK(""Frames_for_Analysis/2573_20250717_0001_R_0443.jpg"",""2573_20250717_0001_R_0443.jpg"")","",""
2573,2574,145.732007342573,-16.8266147535697,"","=HYPERLINK(""Frames_for_Analysis/2574_20250717_0001_R_0439.jpg"",""2574_20250717_0001_R_0439.jpg"")","",""
2574,2575,145.732014081374,-16.8265290104251,"50","=HYPERLINK(""Frames_for_Analysis/2575_20250717_0001_R_0435.jpg"",""2575_20250717_0001_R_0435.jpg"")","",""
2575,2576,145.732024234926,-16.8264435875393,"","=HYPERLINK(""Frames_for_Analysis/2576_20250717_0001_R_0432.jpg"",""2576_20250717_0001_R_0432.jpg"")","",""
2576,2577,145.732035013582,-16.8263582232487,"","=HYPERLINK(""Frames_for_Analysis/2577_20250717_0001_R_0429.jpg"",""2577_20250717_0001_R_0429.jpg"")","",""
2577,2578,145.732045792237,-16.8262728589197,"","=HYPERLINK(""Frames_for_Analysis/2578_20250717_0001_R_0426.jpg"",""2578_20250717_0001_R_0426.jpg"")","",""
2578,2579,145.732056570893,-16.8261874945522,"","=HYPERLINK(""Frames_for_Analysis/2579_20250717_0001_R_0423.jpg"",""2579_20250717_0001_R_0423.jpg"")","",""
2579,2580,145.732067349549,-16.8261021301462,"50","=HYPERLINK(""Frames_for_Analysis/2580_20250717_0001_R_0419.jpg"",""2580_20250717_0001_R_0419.jpg"")","",""
2580,2581,145.732078226525,-16.8260167780069,"","=HYPERLINK(""Frames_for_Analysis/2581_20250717_0001_R_0416.jpg"",""2581_20250717_0001_R_0416.jpg"")","",""
2581,2582,145.732090739809,-16.8259316306204,"","=HYPERLINK(""Frames_for_Analysis/2582_20250717_0001_R_0412.jpg"",""2582_20250717_0001_R_0412.jpg"")","",""
2582,2583,145.732103253094,-16.8258464831956,"","=HYPERLINK(""Frames_for_Analysis/2583_20250717_0001_R_0408.jpg"",""2583_20250717_0001_R_0408.jpg"")","",""
2583,2584,145.732115766378,-16.8257613357325,"","=HYPERLINK(""Frames_for_Analysis/2584_20250717_0001_R_0405.jpg"",""2584_20250717_0001_R_0405.jpg"")","",""
2584,2585,145.732128279663,-16.8256761882312,"50","=HYPERLINK(""Frames_for_Analysis/2585_20250717_0001_R_0402.jpg"",""2585_20250717_0001_R_0402.jpg"")","",""
